CODE,DESC,LAT,LNG,EQUIV,LINKID
ACAO,,42.2147,-122.7167,,,,,757.3433;R0c02930be580d941,Bear Creek O4 L2 Drainage:465km2 AvgFlow:103cfs AvgPrecip:506mm AvgTemp:11C
BCCO
BCGO,,,,OWRD,14347898
BSCO
CGWW,,46.6584,-120.7592,,,,,921.3753;R83c05a2e6e56eb41, O2 L6 Drainage:9km2 AvgFlow:1cfs AvgPrecip:399mm AvgTemp:8C
CSRI,,44.2592,-114.4011,,,,,250.2843;R022b274dd554bc41, O1 L6 Drainage:2km2 AvgFlow:0cfs AvgPrecip:473mm AvgTemp:3C
CULO,,,,OWRD,14076500
GCJO
GPLO,,45.3499,-117.9634,,,,,940.7973;R17d9c6940660e841,Wright Slough O1 L5 Drainage:58km2 AvgFlow:4cfs AvgPrecip:481mm AvgTemp:8C
GRRO,,45.4966,-117.9242,,,,,918.443;R8941809051bfc141,Outhouse Creek O1 L4 Drainage:7km2 AvgFlow:1cfs AvgPrecip:638mm AvgTemp:7C
JCJO
JCTO,,42.4218,-122.6225,,,,,634.9381;R1b2f9d5806f3df41,North Fork Little Butte Creek O3 L3 Drainage:146km2 AvgFlow:68cfs AvgPrecip:636mm AvgTemp:11C
MDCO,,42.1015,-122.799,,,,,838.3816;R643bff3d4c4ed641,Split Rock Creek O1 L5 Drainage:5km2 AvgFlow:5cfs AvgPrecip:1310mm AvgTemp:6C
MDDO,,48.0894,-123.2366,,,,,20.9904;R448b8c65587bbc41,McDonald Creek O2 L1 Drainage:58km2 AvgFlow:38cfs AvgPrecip:562mm AvgTemp:10C
MDWO,,42.1393,-122.8028,,,,,908.0572;Re17aaca2e30cd741, O1 L3 Drainage:5km2 AvgFlow:3cfs AvgPrecip:921mm AvgTemp:8C
MEDW,,47.3141,-121.3516,,,,,13.3711;R7d3fe98ffb7aea41, O2 L4 Drainage:24km2 AvgFlow:51cfs AvgPrecip:1957mm AvgTemp:6C
MIDO,,,,OWRD,14346000
MNNI,,43.752799,-111.979192,USGS,,,,998.7949;R2fddc4515e8fd741,Snake River O7 L2 Drainage:22565km2 AvgFlow:6057cfs AvgPrecip:308mm AvgTemp:6C
MSEY,,43.654002,-110.715292,USGS,,,,23.7443;Rb81e6db4cc59ea41,Snake River O5 L2 Drainage:4360km2 AvgFlow:2985cfs AvgPrecip:611mm AvgTemp:3C
NCFO,,,,OWRD,14350900
NFBO,,,,OWRD,14344500
PHXO
PRRO
RRVO,,,,OWRD,14346500
SFBO,,,,OWRD,14339400
SFMO,,,,OWRD,13215500
SQWI,,43.9733,-116.3243,,,,,961.7858;Rc97682a54c9be141,Yergenson Creek O2 L5 Drainage:9km2 AvgFlow:2cfs AvgPrecip:340mm AvgTemp:10C
SWBI
SWCI,,46.2742,-116.9126,,,,,49.2647;R06818dc21f6fea41, O2 L3 Drainage:19km2 AvgFlow:1cfs AvgPrecip:557mm AvgTemp:10C
SWTI,,46.3725,-116.793,,,,,338.5704;R54e325872e6ab941,Lapwai Creek O4 L4 Drainage:378km2 AvgFlow:60cfs AvgPrecip:615mm AvgTemp:10C
TALO
UMSO
WBCI,,46.3725,-116.793,,,,,338.5704;R54e325872e6ab941,Lapwai Creek O4 L4 Drainage:378km2 AvgFlow:60cfs AvgPrecip:615mm AvgTemp:10C
WCAO
WCBO
WCCI,,46.2516,-116.7571,,,,,993.2158;R1b2f3d9b09ffc341, O1 L7 Drainage:1km2 AvgFlow:0cfs AvgPrecip:647mm AvgTemp:8C
WCDO
WCGO,,,,OWRD,14354950
WDGO,,42.3415,-122.9245,,,,,955.8896;Rd7a36044a557dd41,Jackson Creek O3 L3 Drainage:44km2 AvgFlow:10cfs AvgPrecip:497mm AvgTemp:12C
WGSO,,42.3415,-122.9245,,,,,955.8896;Rd7a36044a557dd41,Jackson Creek O3 L3 Drainage:44km2 AvgFlow:10cfs AvgPrecip:497mm AvgTemp:12C
WICEWS,,,,OWRD,14056000
WLBO
WMJO,,42.3157,-122.9687,,,,,282.7407;R52b8cec6b109e741,Daisy Creek O1 L4 Drainage:6km2 AvgFlow:1cfs AvgPrecip:592mm AvgTemp:11C
WICOWQ,,,,OWRD,14056000
EPCO,,,,OWRD,14336100
