DATE,FLOW,STAGE,TEMP,VDATE
2010-09-04,,,,,,42304.7584
2010-09-05,,,,,131,43930.945
2014-07-03,139.8788,1.3968,,,,42788.5169
2014-07-04,139.9964,1.3974,,,,42984.0935
2014-09-12,86.0893,1.2512,,,,42717.5169
2014-09-13,87.933,1.2611,,,,43514.9527
2014-10-11,70.9225,1.1695,,,,42688.5169
2014-10-12,70.8691,1.1689,,,,43203.3239
2015-03-04,141,1.44,,,,42067.5618
2015-06-22,123,1.35,,,,42177.476
2015-07-01,122.92,1.35,,,,42186.4162
2015-07-03,122.7688,1.3494,,,,42423.5168
2015-07-04,122.7946,1.3495,,,,43220.9527
2015-07-19,123,1.35,,,,42204.5079
2015-07-31,118,1.33,,,,42216.6044
2015-08-05,113.42,1.31,,,,42221.706
2015-08-11,121,1.34,,,,42226.9313
2015-08-16,116,1.32,,,,42231.851
2015-10-16,86,1.2,,,,42293.5193
2015-10-28,82,1.21,,,,42304.7619
2016-02-03,707,2.76,,,,42403.0502
2016-04-14,518.79,2.41,,,,42473.7866
2016-05-02,465,2.3,,,,42492.3975
2016-05-26,433.06,2.23,,,,42515.7785
2016-06-03,433.06,2.23,,,,42523.8341
2016-07-02,,,,,,42552.792
2016-07-07,,,,,,42557.8457
2016-07-11,237,1.72,,,,42562.6654
2016-07-13,239.87,1.73,,,,42564.6132
2016-07-20,237,1.72,,,,42571.5259
2016-07-24,133.6284,1.4012,,,,43118.0996
2016-08-02,157.14,1.47,,,,42583.7489
2016-11-30,667,2.75,,,,42703.9798
2017-04-20,1744,4.23,,,,42845.5533
2017-05-03,651,2.66,,,,42858.6981
2017-05-08,623.08,2.61,,,,42862.8163
2017-05-15,679,2.71,,,,42870.4239
2017-05-24,617.66,2.6,,,,42878.8166
2017-05-30,645,2.65,,,,42885.348
2017-06-01,528.87,2.43,,,,42887.5786
2017-06-14,442,2.25,,,,42900.6749
2017-06-15,411,2.18,,,,42901.63
2017-06-22,438,2.24,,,,42908.4395
2017-07-11,348,2.03,,,,42927.4466
2017-07-12,344.03,2.02,,,,42928.6511
2017-07-21,372.41,2.09,,,,42937.4494
2017-07-27,372.41,2.09,,,,42942.832
