DATE,FLOW,STAGE,TEMP,VDATE
2012-04-28,6000,,,43016.4913
2012-04-29,6140,,,43015.4913
2012-04-30,6700,,,43014.4913
2012-05-01,6930,,,43013.4913
2012-05-02,6800,,,43012.4913
2012-05-03,6670,,,43011.4913
2012-05-04,6650,,,43010.4913
2012-05-05,6500,,,43009.4913
2012-05-06,6280,,,43008.4913
2012-05-07,6170,,,43007.4913
2012-05-08,6140,,,43006.4913
2012-05-09,6120,,,43005.4913
2012-05-10,6040,,,43004.4913
2012-05-11,6050,,,43003.4913
2012-05-12,6050,,,43002.4913
2012-05-13,6020,,,43001.4913
2012-05-14,5980,,,43000.4913
2012-05-15,5980,,,42999.4913
2012-05-16,6180,,,42998.4913
2012-05-17,6330,,,42997.4913
2012-05-18,6480,,,42996.4913
2012-05-19,6640,,,42995.4913
2012-05-20,6760,,,42994.4913
2012-05-21,6800,,,42993.4913
2012-05-22,7160,,,42992.4913
2012-05-23,6990,,,42991.4913
2012-05-24,6710,,,42990.4913
2012-05-25,6810,,,42989.4913
2012-05-26,7140,,,42988.4913
2012-05-27,7330,,,42987.4913
2012-05-28,7330,,,42986.4913
2012-05-29,7350,,,42985.4913
2012-05-30,7340,,,42984.4913
2012-05-31,7480,,,42983.4913
2012-06-01,8040,,,42982.4913
2012-06-02,8710,,,42981.4913
2012-06-03,8690,,,42980.4913
2012-06-04,8470,,,42979.4913
2012-06-05,8490,,,42978.4913
2012-06-06,8700,,,42977.4913
2012-06-07,8650,,,42976.4913
2012-06-08,8550,,,42975.4913
2012-06-09,8840,,,42974.4913
2012-06-10,9550,,,42973.4913
2012-06-11,10000,,,42972.4913
2012-06-12,10100,,,42971.4913
2012-06-13,10100,,,42970.4913
2012-06-14,10000,,,42969.4913
2012-06-15,10000,,,42968.4913
2012-06-16,10300,,,42967.4913
2012-06-17,11100,,,42966.4913
2012-06-18,11400,,,42965.4913
2012-06-19,11300,,,42964.4913
2012-06-20,11500,,,42963.4913
2012-06-21,12000,,,42962.4913
2012-06-22,12500,,,42961.4913
2012-06-23,12700,,,42960.4913
2012-06-24,12700,,,42959.4913
2012-06-25,12300,,,42958.4913
2012-06-26,12100,,,42957.4913
2012-06-27,12200,,,42956.4913
2012-06-28,12300,,,42955.4913
2012-06-29,12300,,,42954.4913
2012-06-30,12200,,,42953.4913
2012-07-01,12000,,,42952.4913
2012-07-02,11500,,,42951.4913
2012-07-03,11200,,,42950.4913
2012-07-04,11100,,,42949.4913
2012-07-05,11000,,,42948.4913
2012-07-06,10900,,,42947.4913
2012-07-07,10800,,,42946.4913
2012-07-08,10900,,,42945.4913
2012-07-09,10800,,,42944.4913
2012-07-10,10500,,,42943.4913
2012-07-11,10300,,,42942.4913
2012-07-12,10200,,,42941.4913
2012-07-13,10200,,,42940.4913
2012-07-14,10300,,,42939.4913
2012-07-15,10300,,,42938.4913
2012-07-16,10200,,,42937.4913
2012-07-17,10100,,,42936.4913
2012-07-18,9980,,,42935.4913
2012-07-19,9780,,,42934.4913
2012-07-20,9590,,,42933.4913
2012-07-21,9400,,,42932.4913
2012-07-22,9130,,,42931.4913
2012-07-23,8880,,,42930.4913
2012-07-24,8630,,,42929.4913
2012-07-25,8260,,,42928.4913
2012-07-26,8090,,,42927.4913
2012-07-27,7940,,,42926.4913
2012-07-28,7790,,,42925.4913
2012-07-29,7700,,,42924.4913
2012-07-30,7490,,,42923.4913
2012-07-31,7200,,,42922.4913
2012-08-01,6890,,,42921.4913
2012-08-02,6610,,,42920.4913
2012-08-03,6370,,,42919.4913
2012-08-04,6110,,,42918.4913
2012-08-05,6000,,,42917.4913
2012-08-06,5960,,,,,44760.6683
2012-08-07,5950,,,42915.4913
2012-08-18,,,,42020.7456
2013-01-01,,0.585,,42768.4911
2013-01-02,,0.57,,42767.4911
2013-01-03,,0.594,,42766.4911
2013-01-04,,0.612,,42765.4911
2013-01-05,,0.686,,42764.4911
2013-01-06,,0.842,,42763.4911
2013-01-07,,1.058,,42762.4911
2013-01-08,,1.059,,42761.4911
2013-01-09,,1.374,,42760.4911
2013-01-10,,1.214,,42759.4911
2013-01-11,,0.99,,42758.4911
2013-01-12,,0.867,,42757.4911
2013-01-13,,0.759,,42756.4911
2013-01-14,,0.651,,42755.4911
2013-01-15,,0.523,,42754.4911
2013-01-16,,0.443,,42753.4911
2013-01-17,,0.461,,42752.4911
2013-01-18,,0.526,,42751.4911
2013-01-19,,0.561,,42750.4911
2013-01-20,,0.596,,42749.4911
2013-01-21,,0.632,,42748.4911
2013-01-22,,0.692,,42747.4911
2013-01-23,,0.787,,42746.4911
2013-01-24,,0.743,,42745.4911
2013-01-25,,0.79,,42744.4911
2013-01-26,,0.832,,42743.4911
2013-01-27,,0.818,,42742.4911
2013-01-28,,0.791,,42741.4911
2013-01-29,,0.684,,42740.4911
2013-01-30,,0.6,,42739.4911
2013-01-31,,0.6,,42738.4911
2013-02-01,,0.586,,42737.4911
2013-02-02,,0.534,,42736.4911
2013-02-03,,0.595,,42735.4911
2013-02-04,,0.74,,42734.4911
2013-02-05,,0.913,,42733.4911
2013-02-06,,0.917,,42732.4911
2013-02-07,,0.967,,42731.4911
2013-02-08,,0.824,,42730.4911
2013-02-09,,0.757,,42729.4911
2013-02-10,,0.691,,42728.4911
2013-02-11,,0.653,,42727.4911
2013-02-12,,0.623,,42726.4911
2013-02-13,,0.606,,42725.4911
2013-02-14,,0.517,,42724.4911
2013-02-15,,0.484,,42723.4911
2013-02-16,,0.585,,42722.4911
2013-02-17,,0.557,,42721.4911
2013-02-18,,0.599,,42720.4911
2013-02-19,,0.645,,42719.4911
2013-02-20,,0.541,,42718.4911
2013-02-21,,0.584,,42717.4911
2013-02-22,,0.735,,42716.4911
2013-02-23,,0.686,,42715.4911
2013-02-24,,0.588,,42714.4911
2013-02-25,,0.776,,42713.4911
2013-02-26,,0.629,,42712.4911
2013-02-27,,0.635,,42711.4911
2013-02-28,,0.616,,42710.4911
2013-03-01,,0.936,,42709.4911
2013-03-02,,1.291,,42708.4911
2013-03-03,,1.116,,42707.4911
2013-03-04,,0.861,,42706.4911
2013-03-05,,0.885,,42705.4911
2013-03-06,,0.903,,42704.4911
2013-03-07,,0.805,,42703.4911
2013-03-08,,0.778,,42702.4911
2013-03-09,,0.712,,42701.4911
2013-03-10,,0.674,,42700.4911
2013-03-11,,0.682,,42699.4911
2013-03-12,,0.842,,42698.4911
2013-03-13,,1.134,,42697.4911
2013-03-14,,1.138,,42696.4911
2013-03-15,,1.107,,42695.4911
2013-03-16,,1.091,,42694.4911
2013-03-17,,1.029,,42693.4911
2013-03-18,,0.906,,42692.4911
2013-03-19,,0.741,,42691.4911
2013-03-20,,1.06,,42690.4911
2013-03-21,,0.872,,42689.4911
2013-03-22,,0.745,,42688.4911
2013-03-23,,0.67,,42687.4911
2013-03-24,,0.691,,42686.4911
2013-03-25,,0.762,,42685.4911
2013-03-26,,0.805,,42684.4911
2013-03-27,,0.855,,42683.4911
2013-03-28,,0.884,,42682.4911
2013-03-29,,0.896,,42681.4911
2013-03-30,,0.889,,42680.4911
2013-03-31,,0.951,,42679.4911
2013-04-01,,1.001,,42678.4911
2013-04-02,,0.939,,42677.4911
2013-04-03,,0.917,,42676.4911
2013-04-04,,1.016,,42675.4911
2013-04-05,,1.268,,42674.4911
2013-04-06,,1.493,,42673.4911
2013-04-07,,1.467,,42672.4911
2013-04-08,,1.386,,42671.4911
2013-04-09,,1.359,,42670.4911
2013-04-10,,1.539,,42669.4911
2013-04-11,,1.603,,42668.4911
